id	gender	subCategory	articleType	season	usage	image_path	gender_enc	subCategory_enc	articleType_enc	season_enc	usage_enc
1616	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/1616.jpg	0	1	12	1	2
4752	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/4752.jpg	0	1	12	1	2
44901	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/44901.jpg	0	1	12	1	0
11994	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/11994.jpg	0	1	12	0	0
47284	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/47284.jpg	1	1	12	1	0
34244	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/34244.jpg	0	1	12	1	0
9761	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/9761.jpg	0	1	12	0	0
31238	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/31238.jpg	0	1	12	1	0
30585	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/30585.jpg	0	1	12	0	0
2312	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/2312.jpg	0	1	12	0	2
4764	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/4764.jpg	0	1	12	1	2
27364	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/27364.jpg	0	1	12	0	0
7479	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/7479.jpg	0	1	12	1	0
6722	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/6722.jpg	0	1	12	1	0
6776	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/6776.jpg	0	1	12	1	0
7562	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/7562.jpg	0	1	12	1	2
53767	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/53767.jpg	0	1	12	1	0
31456	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/31456.jpg	0	1	12	1	2
4381	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/4381.jpg	0	1	12	1	0
16218	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/16218.jpg	0	1	12	0	0
9840	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/9840.jpg	0	1	12	0	0
6915	Women	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/6915.jpg	1	1	12	1	2
19165	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/19165.jpg	0	1	12	1	0
5094	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/5094.jpg	0	1	12	1	0
2969	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/2969.jpg	0	1	12	0	0
2001	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/2001.jpg	0	1	12	0	2
10067	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10067.jpg	0	1	12	0	0
27586	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/27586.jpg	0	1	12	1	0
28621	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/28621.jpg	0	1	12	1	2
22595	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/22595.jpg	0	1	12	1	2
12929	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/12929.jpg	0	1	12	0	0
47280	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/47280.jpg	0	1	12	1	0
17801	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/17801.jpg	0	1	12	0	0
19456	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/19456.jpg	0	1	12	1	0
37899	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/37899.jpg	0	1	12	1	0
12636	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/12636.jpg	0	1	12	0	0
20241	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/20241.jpg	1	1	12	0	0
3416	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/3416.jpg	0	1	12	1	0
20340	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/20340.jpg	0	1	12	1	0
1752	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/1752.jpg	0	1	12	0	2
2012	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/2012.jpg	0	1	12	0	2
29594	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/29594.jpg	0	1	12	1	0
2146	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/2146.jpg	0	1	12	1	0
16635	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/16635.jpg	0	1	12	1	0
18632	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/18632.jpg	0	1	12	0	0
2150	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/2150.jpg	0	1	12	1	0
10878	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10878.jpg	0	1	12	0	0
6941	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/6941.jpg	0	1	12	1	0
13441	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/13441.jpg	0	1	12	1	0
1615	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/1615.jpg	0	1	12	0	0
18227	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/18227.jpg	0	1	12	0	0
34207	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/34207.jpg	0	1	12	1	0
44837	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/44837.jpg	0	1	12	1	0
7213	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/7213.jpg	0	1	12	0	0
52145	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/52145.jpg	1	1	12	1	0
5546	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/5546.jpg	0	1	12	1	0
16821	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/16821.jpg	1	1	12	0	0
4229	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/4229.jpg	0	1	12	1	0
26237	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/26237.jpg	0	1	12	1	0
31592	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/31592.jpg	0	1	12	1	0
11989	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/11989.jpg	0	1	12	0	0
6471	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/6471.jpg	1	1	12	1	0
30347	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/30347.jpg	0	1	12	1	0
26950	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/26950.jpg	1	1	12	1	0
3891	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/3891.jpg	0	1	12	1	0
10996	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10996.jpg	0	1	12	0	0
30359	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/30359.jpg	0	1	12	1	0
4751	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/4751.jpg	0	1	12	1	2
19923	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/19923.jpg	1	1	12	0	0
3313	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/3313.jpg	0	1	12	1	2
24337	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/24337.jpg	0	1	12	0	0
26722	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/26722.jpg	0	1	12	1	0
7565	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/7565.jpg	0	1	12	1	2
19981	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/19981.jpg	0	1	12	1	0
5842	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/5842.jpg	0	1	12	1	2
3131	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/3131.jpg	0	1	12	0	0
26236	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/26236.jpg	0	1	12	1	2
37151	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/37151.jpg	0	1	12	1	0
31547	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/31547.jpg	0	1	12	1	0
30341	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/30341.jpg	0	1	12	1	0
14010	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/14010.jpg	0	1	12	0	0
9511	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/9511.jpg	0	1	12	1	0
16833	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/16833.jpg	1	1	12	0	0
34214	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/34214.jpg	0	1	12	1	0
40057	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/40057.jpg	0	1	12	1	0
1759	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/1759.jpg	0	1	12	0	2
29028	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/29028.jpg	0	1	12	1	0
4871	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/4871.jpg	0	1	12	1	0
43497	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/43497.jpg	0	1	12	1	0
8549	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/8549.jpg	0	1	12	0	0
26303	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/26303.jpg	0	1	12	1	0
19010	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/19010.jpg	1	1	12	0	0
44899	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/44899.jpg	0	1	12	1	0
9539	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/9539.jpg	0	1	12	1	2
3725	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/3725.jpg	1	1	12	1	0
46810	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/46810.jpg	1	1	12	1	0
16493	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/16493.jpg	0	1	12	0	0
24032	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/24032.jpg	0	1	12	1	0
2254	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/2254.jpg	1	1	12	0	0
1846	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/1846.jpg	0	1	12	1	0
28467	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/28467.jpg	1	1	12	1	0
7927	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/7927.jpg	0	1	12	0	0
36875	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/36875.jpg	0	1	12	1	0
38630	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/38630.jpg	1	1	12	1	0
5661	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/5661.jpg	0	1	12	1	0
26948	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/26948.jpg	1	1	12	1	0
16320	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/16320.jpg	0	1	12	0	0
2184	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/2184.jpg	0	1	12	1	0
10712	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10712.jpg	1	1	12	0	0
10462	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10462.jpg	0	1	12	0	0
40075	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/40075.jpg	0	1	12	1	2
27444	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/27444.jpg	1	1	12	0	0
5190	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/5190.jpg	0	1	12	1	0
1651	Women	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/1651.jpg	1	1	12	0	2
9559	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/9559.jpg	0	1	12	1	0
57834	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/57834.jpg	0	1	12	1	0
28852	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/28852.jpg	0	1	12	1	0
42394	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/42394.jpg	1	1	12	1	0
12801	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/12801.jpg	0	1	12	0	2
14078	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/14078.jpg	0	1	12	0	0
1754	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/1754.jpg	0	1	12	0	2
4457	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/4457.jpg	0	1	12	1	2
2005	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/2005.jpg	0	1	12	0	0
38608	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/38608.jpg	0	1	12	1	0
24335	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/24335.jpg	0	1	12	0	0
28641	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/28641.jpg	0	1	12	1	2
10378	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10378.jpg	0	1	12	0	0
13707	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/13707.jpg	0	1	12	0	0
25927	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/25927.jpg	1	1	12	1	0
10015	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10015.jpg	0	1	12	0	0
22479	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/22479.jpg	0	1	12	1	0
3125	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/3125.jpg	0	1	12	1	0
54965	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/54965.jpg	0	1	12	1	0
5488	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/5488.jpg	0	1	12	1	0
4541	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/4541.jpg	0	1	12	1	0
39344	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/39344.jpg	0	1	12	0	0
23170	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/23170.jpg	0	1	12	0	0
5718	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/5718.jpg	0	1	12	1	0
1844	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/1844.jpg	0	1	12	1	0
38559	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/38559.jpg	0	1	12	1	0
5230	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/5230.jpg	0	1	12	1	0
12793	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/12793.jpg	1	1	12	0	0
4226	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/4226.jpg	0	1	12	1	0
16293	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/16293.jpg	0	1	12	0	0
19582	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/19582.jpg	0	1	12	1	0
6291	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/6291.jpg	0	1	12	1	0
10851	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10851.jpg	0	1	12	0	0
31300	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/31300.jpg	0	1	12	1	0
12766	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/12766.jpg	0	1	12	0	0
40087	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/40087.jpg	0	1	12	1	0
48082	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/48082.jpg	0	1	12	1	0
23967	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/23967.jpg	0	1	12	0	0
12579	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/12579.jpg	1	1	12	0	0
25920	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/25920.jpg	1	1	12	1	0
18577	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/18577.jpg	1	1	12	0	0
29011	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/29011.jpg	0	1	12	1	0
4969	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/4969.jpg	0	1	12	1	0
9713	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/9713.jpg	0	1	12	0	0
2205	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/2205.jpg	0	1	12	0	2
28507	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/28507.jpg	0	1	12	1	2
26262	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/26262.jpg	0	1	12	1	0
10469	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10469.jpg	0	1	12	0	0
3716	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/3716.jpg	0	1	12	1	0
6934	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/6934.jpg	0	1	12	1	0
40047	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/40047.jpg	0	1	12	1	0
12833	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/12833.jpg	0	1	12	0	0
6482	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/6482.jpg	0	1	12	1	0
16383	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/16383.jpg	0	1	12	0	0
28510	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/28510.jpg	0	1	12	1	2
31266	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/31266.jpg	0	1	12	1	0
42398	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/42398.jpg	1	1	12	1	0
9988	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/9988.jpg	0	1	12	0	2
57432	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/57432.jpg	1	1	12	1	0
8040	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/8040.jpg	0	1	12	0	2
33947	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/33947.jpg	0	1	12	1	0
26265	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/26265.jpg	0	1	12	1	0
3318	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/3318.jpg	0	1	12	1	2
54906	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/54906.jpg	0	1	12	1	0
28645	Women	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/28645.jpg	1	1	12	1	2
32466	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/32466.jpg	0	1	12	1	0
15200	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/15200.jpg	0	1	12	0	0
34242	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/34242.jpg	0	1	12	1	0
4749	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/4749.jpg	0	1	12	1	0
17252	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/17252.jpg	0	1	12	0	0
28996	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/28996.jpg	0	1	12	1	0
45440	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/45440.jpg	0	1	12	1	0
1993	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/1993.jpg	1	1	12	0	0
7302	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/7302.jpg	1	1	12	1	0
19614	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/19614.jpg	1	1	12	1	0
22224	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/22224.jpg	1	1	12	0	0
30588	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/30588.jpg	0	1	12	1	0
4845	Women	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/4845.jpg	1	1	12	1	2
40099	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/40099.jpg	0	1	12	1	0
4036	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/4036.jpg	0	1	12	1	0
7529	Men	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/7529.jpg	0	1	12	1	2
28552	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/28552.jpg	0	1	12	1	0
7903	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/7903.jpg	0	1	12	0	0
12612	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/12612.jpg	0	1	12	0	0
17616	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/17616.jpg	1	1	12	0	0
14293	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/14293.jpg	0	1	12	0	0
31247	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/31247.jpg	0	1	12	1	0
54911	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/54911.jpg	1	1	12	1	0
19642	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/19642.jpg	0	1	12	0	0
32959	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/32959.jpg	0	1	12	1	0
30354	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/30354.jpg	0	1	12	1	0
24596	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/24596.jpg	1	1	12	0	0
7482	Women	Topwear	Tshirts	Spring/Summer	Sports	../data/augmented_images/Tshirts/7482.jpg	1	1	12	1	2
8290	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/8290.jpg	0	1	12	0	0
44868	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/44868.jpg	0	1	12	1	0
19557	Women	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/19557.jpg	1	1	12	1	0
24732	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/24732.jpg	0	1	12	0	0
14315	Men	Topwear	Tshirts	Fall/Winter	Sports	../data/augmented_images/Tshirts/14315.jpg	0	1	12	0	2
2329	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/2329.jpg	0	1	12	0	0
32412	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/32412.jpg	0	1	12	1	0
26467	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/26467.jpg	0	1	12	1	0
40059	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/40059.jpg	0	1	12	1	0
31239	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/31239.jpg	0	1	12	1	0
17259	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/17259.jpg	0	1	12	0	0
14621	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/14621.jpg	0	1	12	0	0
6764	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/6764.jpg	0	1	12	1	0
7353	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/7353.jpg	0	1	12	0	0
34333	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/34333.jpg	0	1	12	1	0
10073	Women	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/10073.jpg	1	1	12	0	0
9687	Men	Topwear	Tshirts	Fall/Winter	Casual	../data/augmented_images/Tshirts/9687.jpg	0	1	12	0	0
44861	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/44861.jpg	0	1	12	1	0
31549	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/31549.jpg	0	1	12	1	0
3776	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/3776.jpg	0	1	12	1	0
3427	Men	Topwear	Tshirts	Spring/Summer	Casual	../data/augmented_images/Tshirts/3427.jpg	0	1	12	1	0
